-0.00299441	-0.00460503	-0.0000953	0.00022683
-0.00331653	-0.00267228	-0.0000953	-0.00106167
0.00215957	-0.00202804	0.00022683	-0.00267228
-0.00943688	-0.00073954	-0.00299441	0.00022683
-0.00718201	-0.00073954	-0.00138379	0.00022683
-0.00267228	0.0011932	0.00344806	0.0011932
-0.00299441	0.00151532	-0.00041742	0.00054895
-0.00460503	0.00151532	0.00054895	-0.0000953
-0.00460503	0.0011932	-0.00138379	-0.00073954
-0.00267228	0.00022683	0.00087108	0.00054895
-0.00492715	0.00151532	-0.00073954	0.00151532
-0.00106167	-0.00073954	-0.00073954	0.00151532
-0.00331653	-0.00782626	0.00022683	0.00151532
-0.00299441	-0.00718201	-0.00106167	-0.0000953
-0.00106167	-0.00911476	0.00022683	-0.00106167
-0.00106167	-0.00685989	-0.00041742	-0.00170591
-0.00041742	-0.00653777	-0.00106167	-0.00041742
0.00183745	-0.00331653	0.00087108	0.00022683
-0.0000953	0.00022683	-0.00267228	-0.00041742
-0.00041742	0.00215957	-0.00202804	0.00151532
-0.00041742	0.0066693	-0.00138379	0.00054895
-0.00460503	0.00087108	-0.00138379	0.0011932
-0.00396078	-0.0042829	-0.00235016	0.00215957
-0.00621564	-0.01330236	-0.00041742	-0.00073954
-0.00750414	-0.01491298	-0.00235016	-0.00041742
-0.00814839	-0.009759	-0.00073954	0.00054895
-0.00653777	-0.00621564	-0.00396078	0.00441444
-0.00299441	0.00409231	0.00022683	0.00248169
0.00022683	0.01375602	-0.00170591	0.00344806
0.00087108	0.01633301	-0.00106167	0.00248169
0.00602505	0.02245336	0.00087108	-0.00073954
0.00344806	0.02664097	0.00087108	0.00087108
0.00183745	0.01182328	-0.0000953	0.00215957
0.00151532	0.00151532	-0.00202804	0.00377019
0.00409231	-0.00299441	-0.00235016	0.00409231
0.00215957	-0.00363865	-0.00138379	0.00022683
-0.0000953	-0.00235016	-0.0000953	-0.00138379
-0.00202804	0.00570293	-0.00202804	-0.00106167
-0.00621564	0.00602505	-0.00170591	-0.00299441
-0.0000953	0.00441444	-0.00267228	-0.00138379
-0.00267228	0.0011932	-0.00299441	-0.00041742
-0.00653777	-0.0000953	-0.0042829	0.00183745
-0.00492715	-0.0000953	-0.00267228	-0.00106167
-0.00653777	-0.00202804	-0.00235016	-0.0000953
-0.0055714	-0.00170591	-0.00170591	-0.00170591
-0.00524927	-0.00363865	0.00151532	0.00022683
-0.00653777	-0.00396078	-0.00235016	-0.00041742
-0.00589352	-0.00331653	-0.00073954	-0.0000953
-0.0042829	-0.00331653	-0.00138379	0.00054895
-0.00396078	-0.00267228	-0.00138379	-0.00138379
-0.00106167	-0.00363865	-0.00106167	-0.00106167
0.00054895	-0.0000953	0.00022683	-0.0000953
0.00538081	0.00215957	0.00183745	-0.00202804
0.00731355	0.00344806	0.00151532	-0.00235016
0.00441444	0.00570293	-0.00041742	-0.00363865
0.00409231	0.00054895	0.00151532	-0.00267228
0.00473656	-0.00041742	0.00183745	-0.00235016
0.00538081	-0.0055714	0.00183745	-0.00202804
0.0066693	-0.00685989	0.00054895	-0.00331653
0.00441444	-0.00847051	0.00087108	-0.00170591
0.00054895	-0.00589352	0.00280382	-0.00363865
0.00054895	-0.0055714	0.00344806	-0.00202804
-0.00138379	-0.00331653	0.00087108	-0.00363865
-0.00235016	-0.00138379	0.00022683	-0.00331653
-0.00202804	-0.00106167	0.00022683	-0.00396078
-0.00202804	0.00215957	0.00248169	-0.00299441
-0.00138379	0.00570293	0.00022683	-0.00073954
-0.00041742	0.00441444	0.00151532	-0.00202804
-0.0042829	0.00248169	0.00183745	0.0011932
-0.00460503	0.00054895	-0.0000953	0.00248169
-0.00235016	-0.00041742	0.00054895	0.00215957
0.00087108	0.00054895	0.0011932	0.00215957
-0.00073954	0.00022683	-0.0000953	0.00344806
-0.00202804	0.00087108	-0.0000953	0.00473656
-0.00396078	0.00151532	-0.00106167	0.00570293
-0.00299441	-0.0000953	-0.00396078	0.00602505
-0.00396078	-0.00235016	-0.0042829	0.00473656
-0.00299441	-0.00299441	-0.00396078	0.00344806
-0.0000953	-0.00202804	-0.00267228	0.00087108
-0.00202804	-0.00299441	-0.00396078	0.00087108
-0.00170591	-0.00299441	-0.00073954	-0.00106167
-0.00331653	-0.00041742	-0.00073954	-0.00170591
-0.0042829	0.00087108	0.00022683	-0.00202804
-0.00202804	0.00054895	0.00022683	-0.00106167
-0.00363865	0.00087108	0.0011932	-0.00106167
-0.00396078	0.00022683	-0.00041742	-0.00331653
-0.00331653	-0.00202804	0.00151532	-0.00041742
-0.00267228	-0.00041742	0.00151532	-0.00170591
-0.00814839	-0.0000953	-0.00202804	0.00022683
-0.00718201	-0.0000953	-0.00202804	-0.00106167
-0.01008113	0.00087108	-0.00170591	0.00183745
-0.00073954	0.00602505	-0.00170591	-0.0000953
0.00441444	0.0079578	-0.00041742	-0.00041742
-0.00396078	0.00054895	-0.00170591	0.00087108
-0.00106167	-0.00202804	-0.00041742	0.00215957
-0.00138379	0.00505868	-0.00170591	-0.00106167
0.00215957	0.00763567	-0.00106167	0.00312594
0.00054895	0.00377019	-0.00041742	0.00248169
-0.0000953	0.00377019	-0.00202804	0.00409231
0.00054895	0.00280382	-0.00073954	0.00280382
-0.00041742	0.00151532	-0.00138379	0.00087108
-0.00202804	-0.00202804	-0.00073954	0.0011932
-0.00138379	-0.00106167	-0.00106167	-0.0000953
-0.00170591	-0.00396078	-0.00299441	0.00054895
-0.00460503	-0.00235016	-0.00170591	-0.00073954
-0.0055714	-0.00235016	-0.00106167	0.0011932
-0.00460503	-0.00073954	-0.0000953	0.00087108
-0.0042829	-0.00460503	0.00215957	-0.00235016
-0.0042829	-0.0000953	-0.00073954	-0.0000953
-0.00170591	0.00054895	-0.00106167	-0.00041742
-0.00170591	0.00054895	-0.00073954	-0.00299441
-0.00041742	0.00022683	0.00022683	-0.00267228
-0.00138379	-0.00267228	0.00022683	-0.00267228
-0.00363865	-0.0055714	-0.0000953	0.00054895
