0.946081,0.000005,0.000363,0.053552,1
0.945572,0.000005,0.000365,0.054057,1
0.945078,0.000005,0.000368,0.054548,1
0.944593,0.000005,0.000372,0.055030,1
0.944084,0.000006,0.000376,0.055534,1
0.943579,0.000006,0.000380,0.056035,1
0.943119,0.000006,0.000384,0.056491,1
0.942708,0.000006,0.000389,0.056897,1
0.942319,0.000006,0.000394,0.057281,1
0.941930,0.000006,0.000398,0.057666,1
0.941521,0.000007,0.000402,0.058071,1
0.941071,0.000007,0.000406,0.058516,1
0.940592,0.000007,0.000410,0.058991,1
0.940122,0.000007,0.000414,0.059458,1
0.939669,0.000007,0.000416,0.059908,1
0.939224,0.000007,0.000418,0.060350,1
0.938791,0.000007,0.000420,0.060782,1
0.938363,0.000008,0.000422,0.061208,1
0.937903,0.000008,0.000424,0.061664,1
0.937367,0.000008,0.000428,0.062198,1
0.936740,0.000008,0.000432,0.062820,1
0.936064,0.000008,0.000437,0.063491,1
0.935379,0.000008,0.000441,0.064172,1
0.934667,0.000009,0.000447,0.064877,1
0.933888,0.000009,0.000452,0.065651,1
0.933037,0.000009,0.000459,0.066495,1
0.932143,0.000009,0.000465,0.067382,1
0.931229,0.000009,0.000473,0.068289,1
0.930320,0.000010,0.000481,0.069189,1
0.929451,0.000010,0.000489,0.070050,1
0.928621,0.000010,0.000496,0.070872,1
0.927787,0.000010,0.000503,0.071699,1
0.926922,0.000011,0.000510,0.072558,1
0.926048,0.000011,0.000515,0.073426,1
0.925171,0.000011,0.000520,0.074298,1
0.924235,0.000011,0.000525,0.075229,1
0.923205,0.000012,0.000531,0.076253,1
0.922117,0.000012,0.000537,0.077334,1
0.921012,0.000012,0.000543,0.078433,1
0.919907,0.000012,0.000549,0.079532,1
0.918822,0.000013,0.000554,0.080611,1
0.917771,0.000013,0.000560,0.081657,1
0.916750,0.000013,0.000564,0.082672,1
0.915734,0.000013,0.000569,0.083684,1
0.914700,0.000014,0.000573,0.084713,1
0.913661,0.000014,0.000578,0.085747,1
0.912628,0.000014,0.000582,0.086776,1
0.911566,0.000014,0.000586,0.087835,1
0.910462,0.000015,0.000589,0.088935,1
0.909347,0.000015,0.000594,0.090044,1
0.908235,0.000015,0.000600,0.091150,1
0.907140,0.000015,0.000605,0.092240,1
0.906093,0.000016,0.000610,0.093282,1
0.905093,0.000016,0.000613,0.094278,1
0.904087,0.000016,0.000616,0.095281,1
0.903028,0.000017,0.000619,0.096337,1
0.901947,0.000017,0.000621,0.097414,1
0.900919,0.000017,0.000623,0.098440,1
0.899959,0.000017,0.000624,0.099400,1
0.899006,0.000018,0.000623,0.100353,1
0.898017,0.000018,0.000622,0.101343,1
0.897002,0.000018,0.000621,0.102358,1
0.895968,0.000019,0.000620,0.103393,1
0.894918,0.000019,0.000619,0.104445,1
0.893855,0.000019,0.000617,0.105508,1
0.892753,0.000019,0.000617,0.106611,1
0.891588,0.000020,0.000616,0.107776,1
0.890391,0.000020,0.000615,0.108973,1
0.889190,0.000020,0.000614,0.110175,1
0.887957,0.000021,0.000613,0.111410,1
0.886677,0.000021,0.000612,0.112690,1
0.885382,0.000021,0.000611,0.113986,1
0.884102,0.000022,0.000611,0.115266,1
0.882840,0.000022,0.000610,0.116529,1
0.881575,0.000022,0.000608,0.117795,1
0.880294,0.000022,0.000607,0.119076,1
0.878993,0.000023,0.000606,0.120378,1
0.877675,0.000023,0.000605,0.121697,1
0.876363,0.000023,0.000604,0.123009,1
0.875092,0.000024,0.000603,0.124281,1
0.873864,0.000024,0.000601,0.125511,1
0.872617,0.000024,0.000600,0.126759,1
0.871298,0.000025,0.000599,0.128078,1
0.869946,0.000025,0.000598,0.129431,1
0.868614,0.000025,0.000596,0.130764,1
0.867302,0.000026,0.000595,0.132077,1
0.866013,0.000026,0.000593,0.133368,1
0.864794,0.000026,0.000591,0.134589,1
0.863665,0.000027,0.000588,0.135720,1
0.862577,0.000027,0.000586,0.136810,1
0.861475,0.000027,0.000583,0.137914,1
0.860344,0.000027,0.000581,0.139047,1
0.859196,0.000028,0.000579,0.140197,1
0.858022,0.000028,0.000577,0.141373,1
0.856830,0.000028,0.000576,0.142566,1
0.855661,0.000028,0.000574,0.143736,1
0.854536,0.000029,0.000573,0.144862,1
0.853451,0.000029,0.000571,0.145949,1
0.852400,0.000029,0.000570,0.147001,1
0.851386,0.000029,0.000568,0.148016,1
0.850399,0.000030,0.000567,0.149005,1
0.849374,0.000030,0.000566,0.150030,1
0.848241,0.000030,0.000565,0.151164,1
0.846983,0.000030,0.000564,0.152423,1
0.845635,0.000030,0.000563,0.153772,1
0.844273,0.000031,0.000561,0.155135,1
0.842989,0.000031,0.000559,0.156421,1
0.841834,0.000031,0.000556,0.157579,1
0.840775,0.000031,0.000552,0.158641,1
0.839735,0.000032,0.000548,0.159685,1
0.838691,0.000032,0.000544,0.160733,1
0.837698,0.000032,0.000540,0.161730,1
0.836800,0.000032,0.000536,0.162632,1
0.835957,0.000032,0.000531,0.163479,1
0.835083,0.000032,0.000527,0.164358,1
0.834109,0.000032,0.000523,0.165335,1
0.832994,0.000033,0.000520,0.166454,1
0.831734,0.000033,0.000517,0.167716,1
0.830381,0.000033,0.000514,0.169072,1
0.828982,0.000033,0.000512,0.170474,1
0.827591,0.000033,0.000509,0.171866,1
0.826220,0.000034,0.000507,0.173239,1
0.824766,0.000034,0.000505,0.174695,1
0.823243,0.000034,0.000503,0.176220,1
0.821791,0.000034,0.000501,0.177675,1
0.820420,0.000034,0.000498,0.179047,1
0.819050,0.000034,0.000496,0.180419,1
0.817628,0.000034,0.000494,0.181844,1
0.816133,0.000035,0.000491,0.183342,1
0.814573,0.000035,0.000489,0.184903,1
0.812952,0.000035,0.000486,0.186527,1
0.811261,0.000035,0.000484,0.188220,1
0.809520,0.000035,0.000482,0.189962,1
0.807803,0.000036,0.000480,0.191681,1
0.806207,0.000036,0.000478,0.193279,1
0.804758,0.000036,0.000475,0.194731,1
0.803383,0.000036,0.000472,0.196108,1
0.802055,0.000036,0.000469,0.197440,1
0.800825,0.000036,0.000466,0.198673,1
0.799669,0.000036,0.000462,0.199832,1
0.798548,0.000036,0.000459,0.200957,1
0.797458,0.000036,0.000456,0.202051,1
0.796395,0.000036,0.000452,0.203116,1
0.795420,0.000036,0.000449,0.204095,1
0.794529,0.000036,0.000446,0.204989,1
0.793665,0.000036,0.000443,0.205856,1
0.792819,0.000036,0.000441,0.206704,1
0.791960,0.000036,0.000438,0.207566,1
0.791059,0.000036,0.000436,0.208469,1
0.790145,0.000036,0.000434,0.209386,1
0.789270,0.000036,0.000431,0.210263,1
0.788440,0.000036,0.000429,0.211094,1
0.787604,0.000036,0.000427,0.211933,1
0.786742,0.000036,0.000425,0.212797,1
0.785864,0.000036,0.000423,0.213677,1
0.784941,0.000036,0.000421,0.214602,1
0.783912,0.000036,0.000420,0.215632,1
0.782743,0.000036,0.000420,0.216801,1
0.781497,0.000036,0.000420,0.218047,1
0.780285,0.000036,0.000420,0.219258,1
0.779087,0.000036,0.000421,0.220456,1
0.777796,0.000037,0.000421,0.221746,1
0.776360,0.000037,0.000422,0.223181,1
0.774846,0.000037,0.000423,0.224693,1
0.773380,0.000037,0.000424,0.226158,1
0.771993,0.000037,0.000425,0.227544,1
0.770649,0.000037,0.000426,0.228888,1
0.769331,0.000037,0.000427,0.230205,1
0.768007,0.000037,0.000428,0.231527,1
0.766648,0.000038,0.000429,0.232885,1
0.765227,0.000038,0.000431,0.234305,1
0.763658,0.000038,0.000432,0.235872,1
